Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1,Cole Palmer,eng ENG,"FW,MF",Chelsea,21,2002,29,22,100,37,37,3.45,1.28,0.13,0.35,22.1,11,9,9,18.2,11.1,0.11,+3.8,+1.9,Matches
2,Erling Haaland,no NOR,FW,Manchester City,23,2000,28.4,27,113,50,44.2,3.99,1.76,0.18,0.4,11.9,1,7,8,29.2,22.9,0.2,-2.2,-2.9,Matches
3,Bukayo Saka,eng ENG,FW,Arsenal,21,2001,32.4,16,102,31,30.4,3.14,0.96,0.1,0.32,16.3,0,6,6,15.5,10.8,0.11,+0.5,-0.8,Matches
4,Alexander Isak,se SWE,FW,Newcastle Utd,23,1999,25.1,21,72,36,50,2.87,1.44,0.22,0.44,14.5,1,5,6,20.3,15.6,0.22,+0.7,+0.4,Matches
5,Carlton Morris,eng ENG,"FW,MF",Luton Town,27,1995,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,Matches
6,Mohamed Salah,eg EGY,FW,Liverpool,31,1992,28.2,18,107,47,43.9,3.8,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5,Matches
7,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28,1994,34.6,10,90,35,38.9,2.6,1.01,0.07,0.17,22.8,11,4,5,10,6.1,0.07,0,-0.1,Matches
8,João Pedro,br BRA,"FW,MF",Brighton,21,2001,22.7,9,70,20,28.6,3.08,0.88,0.07,0.25,14.4,0,4,5,11.9,7.9,0.11,-2.9,-2.9,Matches
9,Douglas Luiz,br BRA,MF,Aston Villa,25,1998,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,+2.1,+1.2,Matches
10,Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,21.8,9,50,16,32,2.3,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4,Matches
11,Julián Álvarez,ar ARG,"MF,FW",Manchester City,23,2000,29.4,11,96,37,38.5,3.26,1.26,0.09,0.24,17.8,13,2,2,13,11.5,0.12,-2,-2.5,Matches
12,Dominic Calvert-Lewin,eng ENG,FW,Everton,26,1997,24.1,7,71,28,39.4,2.94,1.16,0.07,0.18,13.9,1,2,2,12.9,11.4,0.16,-5.9,-6.4,Matches
13,Son Heung-min,kr KOR,FW,Tottenham,31,1992,32.6,17,83,38,45.8,2.55,1.17,0.18,0.39,15.5,0,2,2,12,10.4,0.13,+5.0,+4.6,Matches
14,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,25.4,16,44,25,56.8,1.74,0.99,0.32,0.56,12.7,0,2,2,10.9,9.4,0.21,+5.1,+4.6,Matches
15,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27,1996,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,Matches
16,Lucas Paquetá,br BRA,"FW,MF",West Ham,25,1997,29.1,4,40,8,20,1.37,0.27,0.05,0.25,17.8,1,2,2,5.4,3.8,0.1,-1.4,-1.8,Matches
17,Marcus Rashford,eng ENG,FW,Manchester Utd,25,1997,25.2,7,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1,2,2,7.4,5.8,0.1,-0.4,-0.8,Matches
18,Pablo Sarabia,es ESP,"MF,FW",Wolves,31,1992,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,Matches
19,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,36.9,19,106,35,33,2.87,0.95,0.16,0.49,12.2,0,2,3,19.6,17.2,0.16,-0.6,-0.2,Matches
20,James Ward-Prowse,eng ENG,MF,West Ham,28,1994,33.3,7,42,16,38.1,1.26,0.48,0.12,0.31,22.8,16,2,2,6,4.4,0.11,+1.0,+0.6,Matches
21,Willian,br BRA,FW,Fulham,34,1988,22.8,4,43,16,37.2,1.89,0.7,0.05,0.13,20.4,2,2,2,5.1,3.6,0.08,-1.1,-1.6,Matches
22,Callum Wilson,eng ENG,FW,Newcastle Utd,31,1992,11,9,33,18,54.5,3,1.63,0.21,0.39,11.8,0,2,2,8.8,7.2,0.22,+0.2,-0.2,Matches
23,Martin Ødegaard,no NOR,MF,Arsenal,24,1998,34.3,8,75,21,28,2.18,0.61,0.08,0.29,20.2,4,2,2,7.4,5.8,0.08,+0.6,+0.2,Matches
24,Zeki Amdouni,ch SUI,FW,Burnley,22,2000,21.7,5,48,21,43.8,2.21,0.97,0.08,0.19,17.8,0,1,1,5.8,5,0.1,-0.8,-1,Matches
25,Ben Brereton,cl CHI,"FW,MF",Sheffield Utd,24,1999,12.3,6,34,16,47.1,2.77,1.3,0.15,0.31,14.5,0,1,1,6.1,5.3,0.16,-0.1,-0.3,Matches
26,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,24,1998,13.9,6,43,14,32.6,3.1,1.01,0.12,0.36,19.2,11,1,1,5,4.2,0.1,+1.0,+0.8,Matches
27,Matheus Cunha,br BRA,"FW,MF",Wolves,24,1999,27.1,12,72,36,50,2.66,1.33,0.15,0.31,18,0,1,1,9.5,8.7,0.12,+2.5,+2.3,Matches
28,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25,1998,22.8,11,82,33,40.2,3.59,1.45,0.12,0.3,20.7,12,1,1,9.1,8.3,0.1,+1.9,+1.7,Matches
29,Enzo Fernández,ar ARG,MF,Chelsea,22,2001,24.5,3,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,1,2,6.2,4.6,0.1,-3.2,-2.6,Matches
30,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23,2000,35.1,5,70,13,18.6,2,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1,Matches
31,Anthony Gordon,eng ENG,FW,Newcastle Utd,22,2001,32.1,11,80,29,36.3,2.49,0.9,0.13,0.34,17.3,1,1,1,10.2,9.4,0.12,+0.8,+0.6,Matches
32,Pascal Groß,de GER,"MF,DF",Brighton,32,1991,34.6,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4,1,1,6.5,5.7,0.11,-2.5,-2.7,Matches
33,Kai Havertz,de GER,"MF,FW",Arsenal,24,1999,29.3,13,68,27,39.7,2.32,0.92,0.18,0.44,12.4,0,1,1,12.3,11.6,0.17,+0.7,+0.4,Matches
34,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,27,1996,23.5,12,44,17,38.6,1.87,0.72,0.25,0.65,12.2,0,1,1,7.7,6.9,0.16,+4.3,+4.1,Matches
35,Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.5,23.3,2,1,1,3.7,2.9,0.07,+1.3,+1.1,Matches
36,Noni Madueke,eng ENG,FW,Chelsea,21,2002,11.7,5,31,12,38.7,2.65,1.03,0.13,0.33,19,0,1,1,2.5,1.7,0.05,+2.5,+2.3,Matches
37,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,20.2,3,25,8,32,1.23,0.4,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,Matches
38,Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,16,1,14,5,35.7,0.87,0.31,0,0,32.9,0,1,1,1.1,0.3,0.02,-0.1,-0.3,Matches
39,Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,14.2,10,56,20,35.7,3.95,1.41,0.16,0.45,18.5,4,1,1,5.5,4.7,0.08,+4.5,+4.3,Matches
40,Jay Rodriguez,eng ENG,FW,Burnley,34,1989,9.1,2,21,7,33.3,2.3,0.77,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7,Matches
41,Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,3.3,1,6,1,16.7,1.82,0.3,0,0,18,0,1,1,1.3,0.5,0.08,-0.3,-0.5,Matches
42,Max Aarons,eng ENG,DF,Bournemouth,23,2000,13.7,0,2,0,0,0.15,0,0,,23.9,0,0,0,0,0,0.02,0,0,Matches
43,Joshua Acheampong,eng ENG,DF,Chelsea,17,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
44,Bénie Adama Traore,ci CIV,"FW,MF",Sheffield Utd,20,2002,4.3,0,1,1,100,0.23,0.23,0,0,15.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
45,Tyler Adams,us USA,MF,Bournemouth,24,1999,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
46,Tosin Adarabioyo,eng ENG,DF,Fulham,25,1997,18,2,14,5,35.7,0.78,0.28,0.14,0.4,14.2,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
47,Elijah Adebayo,eng ENG,FW,Luton Town,25,1998,15.8,10,31,14,45.2,1.97,0.89,0.32,0.71,9.6,0,0,0,5.9,5.9,0.19,+4.1,+4.1,Matches
48,Simon Adingra,ci CIV,FW,Brighton,21,2002,24.7,6,52,22,42.3,2.11,0.89,0.12,0.27,15.9,0,0,0,4.3,4.3,0.08,+1.7,+1.7,Matches
49,Nayef Aguerd,ma MAR,DF,West Ham,27,1996,20.6,1,14,3,21.4,0.68,0.15,0.07,0.33,10.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
50,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,20,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
51,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,21,2002,3.9,0,9,2,22.2,2.32,0.52,0,0,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
52,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,24,1999,29.4,2,19,5,26.3,0.65,0.17,0.11,0.4,11.9,0,0,0,3.1,3.1,0.17,-1.1,-1.1,Matches
53,Ola Aina,ng NGA,DF,Nott'ham Forest,26,1996,18.8,1,11,1,9.1,0.59,0.05,0.09,1,26.6,0,0,0,0.3,0.3,0.02,+0.7,+0.7,Matches
54,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,22,2001,25.9,2,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0,0,3.3,3.3,0.14,-1.3,-1.3,Matches
55,Kristoffer Ajer,no NOR,DF,Brentford,25,1998,20.4,2,12,4,33.3,0.59,0.2,0.17,0.5,9.9,0,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches
56,Manuel Akanji,ch SUI,"DF,MF",Manchester City,28,1995,27.9,2,15,5,33.3,0.54,0.18,0.13,0.4,17,0,0,0,1.9,1.9,0.13,+0.1,+0.1,Matches
57,Nathan Aké,nl NED,DF,Manchester City,28,1995,22.7,2,20,5,25,0.88,0.22,0.1,0.4,10.8,0,0,0,2.5,2.5,0.12,-0.5,-0.5,Matches
58,Thiago Alcántara,es ESP,MF,Liverpool,32,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24,1998,23.9,3,47,8,17,1.96,0.33,0.06,0.38,24.4,5,0,0,2.6,2.3,0.05,+0.4,+0.7,Matches
60,Alisson,br BRA,GK,Liverpool,30,1992,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
61,Miguel Almirón,py PAR,FW,Newcastle Utd,29,1994,21.5,3,41,12,29.3,1.91,0.56,0.07,0.25,16.1,0,0,0,4.5,4.5,0.11,-1.5,-1.5,Matches
62,Edson Álvarez,mx MEX,MF,West Ham,25,1997,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
63,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,26,1996,10.4,0,3,0,0,0.29,0,0,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
64,Joachim Andersen,dk DEN,DF,Crystal Palace,27,1996,37.9,2,21,8,38.1,0.55,0.21,0.1,0.25,12.8,1,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
65,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,20,2002,11.4,0,19,4,21.1,1.67,0.35,0,0,14.5,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
66,Jaidon Anthony,eng ENG,FW,Bournemouth,23,1999,1.7,0,2,1,50,1.18,0.59,0,0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
67,Michail Antonio,jm JAM,FW,West Ham,33,1990,18.8,6,30,14,46.7,1.59,0.74,0.2,0.43,13.1,0,0,0,5.8,5.8,0.19,+0.2,+0.2,Matches
68,Antony,br BRA,FW,Manchester Utd,23,2000,14.7,1,43,15,34.9,2.92,1.02,0.02,0.07,18.9,0,0,0,3.4,3.4,0.08,-2.4,-2.4,Matches
69,Oliver Arblaster,eng ENG,MF,Sheffield Utd,19,2004,10.5,0,1,1,100,0.1,0.1,0,0,16.6,0,0,0,0,0,0.04,0,0,Matches
70,Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,22,2001,20.4,4,42,9,21.4,2.06,0.44,0.1,0.44,16.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5,Matches
71,Cameron Archer,eng ENG,MF,Aston Villa,22,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
72,Alphonse Areola,fr FRA,GK,West Ham,30,1993,30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
73,Lorenz Assignon,tg TOG,DF,Burnley,23,2000,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,22.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
74,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,30,1992,9.3,0,6,1,16.7,0.65,0.11,0,0,16,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
75,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25,1997,11.6,6,22,11,50,1.9,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,+1.3,+1.3,Matches
76,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31,1991,28.3,4,48,19,39.6,1.7,0.67,0.08,0.21,18.2,0,0,0,3.9,3.9,0.08,+0.1,+0.1,Matches
77,Benoît Badiashile,fr FRA,DF,Chelsea,22,2001,14.9,0,6,1,16.7,0.4,0.07,0,0,14.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
78,Leon Bailey,jm JAM,"MF,FW",Aston Villa,25,1997,23,10,53,18,34,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,+3.7,+3.7,Matches
79,Stefan Bajcetic,es ESP,MF,Liverpool,18,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
80,George Baldock,gr GRE,DF,Sheffield Utd,30,1993,10.8,0,1,0,0,0.09,0,0,,22.2,0,0,0,0,0,0.02,0,0,Matches
81,Carlos Baleba,cm CMR,MF,Brighton,19,2004,14.7,0,21,5,23.8,1.43,0.34,0,0,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
82,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,26,1997,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
83,Shandon Baptiste,gd GRN,MF,Brentford,25,1998,2.5,1,2,2,100,0.79,0.79,0.5,0.5,6.6,0,0,0,0.9,0.9,0.45,+0.1,+0.1,Matches
84,Valentín Barco,ar ARG,"DF,FW",Brighton,19,2004,3.4,0,4,2,50,1.17,0.59,0,0,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
85,Ross Barkley,eng ENG,MF,Luton Town,29,1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,+0.9,+0.9,Matches
86,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,25,1997,8.9,5,27,12,44.4,3.03,1.35,0.19,0.42,16,0,0,0,3.6,3.6,0.13,+1.4,+1.4,Matches
87,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,35,1988,3.6,0,2,0,0,0.56,0,0,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
88,Calvin Bassey,ng NGA,DF,Fulham,23,1999,25.6,1,5,1,20,0.2,0.04,0.2,1,10.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
89,Owen Beck,wls WAL,DF,Liverpool,20,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
90,Donny van de Beek,nl NED,DF,Manchester Utd,26,1997,0,0,1,0,0,30,0,0,,16.1,0,0,0,0,0,0.04,0,0,Matches
91,Amari'i Bell,jm JAM,DF,Luton Town,29,1994,19.1,0,2,2,100,0.1,0.1,0,0,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
92,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,25,1998,10.6,2,15,5,33.3,1.41,0.47,0.13,0.4,16.5,0,0,0,1.6,1.6,0.1,+0.4,+0.4,Matches
93,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22,2001,4.7,0,8,3,37.5,1.72,0.64,0,0,18.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
94,Saïd Benrahma,dz ALG,"FW,MF",West Ham,27,1995,6.9,0,18,5,27.8,2.61,0.73,0,0,19.8,0,0,1,1.8,1,0.06,-1.8,-1,Matches
95,Rodrigo Bentancur,uy URU,MF,Tottenham,26,1997,11.2,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
96,Daniel Bentley,eng ENG,GK,Wolves,30,1993,4.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
97,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,32,1990,13.2,1,15,6,40,1.13,0.45,0.07,0.17,15.6,1,0,0,1.9,1.9,0.12,-0.9,-0.9,Matches
98,Sander Berge,no NOR,MF,Burnley,25,1998,33.4,1,25,3,12,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
99,Luke Berry,eng ENG,"MF,DF",Luton Town,31,1992,3.6,2,8,4,50,2.23,1.11,0.25,0.5,10.9,0,0,0,1,1,0.13,+1.0,+1.0,Matches
100,Beto,gw GNB,FW,Everton,25,1998,10.6,3,42,12,28.6,3.97,1.14,0.07,0.25,14.7,0,0,1,6.8,6,0.14,-3.8,-3,Matches
101,Jordan Beyer,de GER,DF,Burnley,23,2000,13.7,0,5,0,0,0.36,0,0,,8.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
102,Philip Billing,dk DEN,MF,Bournemouth,27,1996,15.5,2,30,8,26.7,1.93,0.52,0.07,0.25,20.6,7,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
103,Yves Bissouma,ml MLI,MF,Tottenham,26,1996,23,0,24,5,20.8,1.04,0.22,0,0,25,1,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
104,Benicio Boaitey,eng ENG,"FW,DF",Brighton,19,2004,0.4,0,1,0,0,2.25,0,0,,25.2,0,0,0,0,0,0.02,0,0,Matches
105,Oscar Bobb,no NOR,"FW,MF",Manchester City,20,2003,3.4,1,4,1,25,1.19,0.3,0.25,1,11.1,0,0,0,1.4,1.4,0.35,-0.4,-0.4,Matches
106,Jayden Bogle,eng ENG,DF,Sheffield Utd,23,2000,31,3,32,11,34.4,1.03,0.36,0.09,0.27,16.2,0,0,0,2.3,2.3,0.07,+0.7,+0.7,Matches
107,Willy Boly,ci CIV,DF,Nott'ham Forest,32,1991,16,2,14,6,42.9,0.88,0.38,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
108,Sven Botman,nl NED,DF,Newcastle Utd,23,2000,15.3,2,10,2,20,0.65,0.13,0.2,1,10.5,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
109,Jarrod Bowen,eng ENG,FW,West Ham,26,1996,33.5,16,84,37,44,2.5,1.1,0.19,0.43,14.2,0,0,0,11.6,11.6,0.14,+4.4,+4.4,Matches
110,Conor Bradley,nir NIR,DF,Liverpool,20,2003,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,17.3,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
111,Jarrad Branthwaite,eng ENG,DF,Everton,21,2002,34.6,3,14,4,28.6,0.4,0.12,0.21,0.75,11.6,0,0,0,1.7,1.7,0.12,+1.3,+1.3,Matches
112,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,23,2000,3.8,0,7,3,42.9,1.82,0.78,0,0,23.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
113,Armando Broja,al ALB,FW,Chelsea,21,2001,5,1,13,2,15.4,2.58,0.4,0.08,0.5,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4,Matches
114,Armando Broja,al ALB,FW,Fulham,21,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
115,Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,19,2003,10.4,0,9,2,22.2,0.86,0.19,0,0,19.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
116,David Brooks,wls WAL,"FW,MF",Bournemouth,26,1997,3.1,1,13,5,38.5,4.15,1.6,0.08,0.2,17.4,0,0,0,2.2,2.2,0.17,-1.2,-1.2,Matches
117,Jacob Brown,sct SCO,"MF,FW",Luton Town,25,1998,11.3,2,26,6,23.1,2.3,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches
118,Josh Brownhill,eng ENG,MF,Burnley,27,1995,25,4,28,11,39.3,1.12,0.44,0.14,0.36,21.8,0,0,0,1.9,1.9,0.07,+2.1,+2.1,Matches
119,Hugo Bueno,es ESP,"DF,MF",Wolves,20,2002,8.2,0,5,0,0,0.61,0,0,,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
120,Santiago Bueno,uy URU,DF,Wolves,24,1998,9.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
121,Facundo Buonanotte,ar ARG,"FW,MF",Brighton,18,2004,15.2,3,21,8,38.1,1.39,0.53,0.14,0.38,16.8,0,0,0,2.4,2.4,0.11,+0.6,+0.6,Matches
122,Reece Burke,eng ENG,DF,Luton Town,26,1996,18.4,0,13,3,23.1,0.7,0.16,0,0,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3,Matches
123,Dan Burn,eng ENG,DF,Newcastle Utd,31,1992,30.3,2,23,5,21.7,0.76,0.17,0.09,0.4,8.1,0,0,0,3.1,3.1,0.14,-1.1,-1.1,Matches
124,Mason Burstow,eng ENG,FW,Chelsea,19,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
125,Moisés Caicedo,ec ECU,MF,Chelsea,21,2001,31.8,1,13,4,30.8,0.41,0.13,0.08,0.25,29,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
126,Tom Cairney,sct SCO,MF,Fulham,32,1991,16.5,1,17,8,47.1,1.03,0.48,0.06,0.13,21.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
127,Thomas Cannon,ie IRL,FW,Everton,20,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
128,Diego Carlos,br BRA,DF,Aston Villa,30,1993,20.2,0,10,1,10,0.5,0.05,0,0,9.1,0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches
129,Cesare Casadei,it ITA,"FW,MF",Chelsea,20,2003,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
130,Casemiro,br BRA,"MF,DF",Manchester Utd,31,1992,22,1,39,9,23.1,1.77,0.41,0.03,0.11,17.1,1,0,0,3.5,3.5,0.09,-2.5,-2.5,Matches
131,Kaelan Casey,eng ENG,DF,West Ham,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
132,Matty Cash,pl POL,DF,Aston Villa,25,1997,23.8,2,33,13,39.4,1.39,0.55,0.06,0.15,16.2,0,0,0,4.2,4.2,0.13,-2.2,-2.2,Matches
133,Timothy Castagne,be BEL,DF,Fulham,27,1995,29.3,1,14,4,28.6,0.48,0.14,0.07,0.25,11.3,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
134,Jonny Castro,es ESP,MF,Wolves,29,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
135,Trevoh Chalobah,eng ENG,DF,Chelsea,24,1999,10.6,1,2,2,100,0.19,0.19,0.5,0.5,9.5,0,0,0,0.2,0.2,0.1,+0.8,+0.8,Matches
136,Calum Chambers,eng ENG,"MF,DF",Aston Villa,28,1995,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
137,Youssef Chermiti,pt POR,FW,Everton,19,2004,2.3,0,7,2,28.6,3.03,0.87,0,0,14.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
138,Ben Chilwell,eng ENG,DF,Chelsea,26,1996,8.4,0,12,4,33.3,1.43,0.48,0,0,16.6,1,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches
139,Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,19,2003,1.6,0,3,1,33.3,1.86,0.62,0,0,21,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
